action	folder	filename	new_folder	new_filename	reason
stash-dupe	territorial-disputes	CyprusModernHistory-Mallinson-2005-ITauris-v2.pdf	_stash-duplicates	CyprusModernHistory-Mallinson-2005-ITauris-v2.pdf	duplicate of territorial-disputes/CyprusModernHistory-Mallinson-2005-ITauris.pdf (-v2 suffix)
stash-dupe	territorial-disputes	HistoryNewNetherlandNewYorkUnderDutch-OCallaghan-1846-Unknown.pdf	_stash-duplicates	HistoryNewNetherlandNewYorkUnderDutch-OCallaghan-1846-Unknown.pdf	duplicate of general-history/HistoryNewNetherlandNewYorkDutch-OCallaghan-1846-Appleton.pdf (loser-publisher=Unknown)
rename-pub	territorial-disputes	HostageHistoryCyprus-Hitchens-1997-VersoBooks.pdf	territorial-disputes	HostageHistoryCyprus-Hitchens-1997-Verso.pdf	publisher slug VersoBooks -> Verso
rename-pub	territorial-disputes	ICJJudgmentCameroonNigeriaBoundaryDispute-UnitedNations-2002-UnitedNations.pdf	territorial-disputes	ICJJudgmentCameroonNigeriaBoundaryDispute-UnitedNations-2002-UN.pdf	publisher slug UnitedNations -> UN
stash-dupe	territorial-disputes	InternationalBoundariesNigeriaFrameworkEmerge-Anene-1970-Unknown.pdf	_stash-duplicates	InternationalBoundariesNigeriaFrameworkEmerge-Anene-1970-Unknown.pdf	duplicate of african-history/NigeriaInternationalBoundaries-Anene-1970-Longman.pdf (loser-publisher=Unknown)
rename-pub	territorial-disputes	KosovoShortHistory-Malcolm-1998-NYUPress.pdf	territorial-disputes	KosovoShortHistory-Malcolm-1998-NYU.pdf	publisher slug NYUPress -> NYU
stash-dupe	territorial-disputes	KosovoWarRevenge-Judah-2002-YaleUP-v2.pdf	_stash-duplicates	KosovoWarRevenge-Judah-2002-YaleUP-v2.pdf	duplicate of territorial-disputes/KosovoWarRevenge-Judah-2002-YaleUP.pdf (-v2 suffix)
rename-pub	territorial-disputes	QuestionBoundariesVenezuelaBritishGuiana-UnitedNations-1962-UnitedNations.pdf	territorial-disputes	QuestionBoundariesVenezuelaBritishGuiana-UnitedNations-1962-UN.pdf	publisher slug UnitedNations -> UN
rename-pub	territorial-disputes	QuestionBoundariesVenezuelaBritishGuiana-Venezuela-1962-UnitedNations.pdf	territorial-disputes	QuestionBoundariesVenezuelaBritishGuiana-Venezuela-1962-UN.pdf	publisher slug UnitedNations -> UN
rename-pub	territorial-disputes	ReportSpecialCommitteeSituationImplementationDecla-Esfandiary-1967-UnitedNations.pdf	territorial-disputes	ReportSpecialCommitteeSituationImplementationDecla-Esfandiary-1967-UN.pdf	publisher slug UnitedNations -> UN
rename-pub	territorial-disputes	SecretaryGeneralStatementOnBakassiPeninsula-BANKIMOON-2008-UnitedNations.pdf	territorial-disputes	SecretaryGeneralStatementOnBakassiPeninsula-BANKIMOON-2008-UN.pdf	publisher slug UnitedNations -> UN
stash-dupe	territorial-disputes	WhoOwnsBakassiCritiqueAngloGermanTreaties-Akak-1999-Unknown-v2.pdf	_stash-duplicates	WhoOwnsBakassiCritiqueAngloGermanTreaties-Akak-1999-Unknown-v2.pdf	duplicate of territorial-disputes/WhoOwnsBakassiCritiqueAngloGermanTreaties-Akak-1999-Unknown.pdf (-v2 suffix)
